signalName,t,tWall,value,unit
serial:COM8/vbus_v,184858,1786320172589,19.577,V
serial:COM8/phase_u_v,184858,1786320172589,7.520,V
serial:COM8/phase_v_v,184858,1786320172589,7.531,V
serial:COM8/phase_w_v,184858,1786320172589,7.558,V
serial:COM8/phase_u_i,184858,1786320172589,-0.028,A
serial:COM8/phase_v_i,184858,1786320172589,-0.036,A
serial:COM8/phase_w_i,184858,1786320172589,-0.052,A
serial:COM8/bench_duty,184860,1786320172589,0.000,
serial:COM8/motor_angle,184860,1786320172589,72.99,deg
serial:COM8/vbus_v,184860,1786320172589,19.577,V
serial:COM8/phase_u_v,184860,1786320172589,7.666,V
serial:COM8/phase_v_v,184860,1786320172589,7.682,V
serial:COM8/phase_w_v,184860,1786320172589,7.704,V
serial:COM8/phase_u_i,184860,1786320172589,-0.012,A
serial:COM8/phase_v_i,184860,1786320172589,-0.036,A
serial:COM8/phase_w_i,184860,1786320172589,-0.044,A
serial:COM8/bench_duty,184862,1786320172589,0.000,
serial:COM8/motor_angle,184862,1786320172589,73.02,deg
serial:COM8/vbus_v,184862,1786320172589,19.588,V
serial:COM8/phase_u_v,184862,1786320172589,7.817,V
serial:COM8/phase_v_v,184862,1786320172589,7.822,V
serial:COM8/phase_w_v,184862,1786320172589,7.855,V
serial:COM8/phase_u_i,184862,1786320172589,-0.020,A
serial:COM8/phase_v_i,184862,1786320172589,-0.020,A
serial:COM8/phase_w_i,184862,1786320172589,-0.036,A
serial:COM8/bench_duty,184864,1786320172589,0.000,
serial:COM8/motor_angle,184864,1786320172589,73.04,deg
serial:COM8/vbus_v,184864,1786320172589,19.582,V
serial:COM8/phase_u_v,184864,1786320172589,7.963,V
serial:COM8/phase_v_v,184864,1786320172589,7.974,V
serial:COM8/phase_w_v,184864,1786320172589,7.995,V
serial:COM8/phase_u_i,184864,1786320172589,0.141,A
serial:COM8/phase_v_i,184864,1786320172589,-0.060,A
serial:COM8/phase_w_i,184864,1786320172589,-0.020,A
serial:COM8/bench_duty,184866,1786320172589,0.000,
serial:COM8/motor_angle,184866,1786320172589,73.10,deg
serial:COM8/vbus_v,184866,1786320172589,19.577,V
serial:COM8/phase_u_v,184866,1786320172589,7.499,V
serial:COM8/phase_v_v,184866,1786320172589,7.504,V
serial:COM8/phase_w_v,184866,1786320172589,7.526,V
serial:COM8/phase_u_i,184866,1786320172589,-0.052,A
serial:COM8/phase_v_i,184866,1786320172589,-0.052,A
serial:COM8/phase_w_i,184866,1786320172589,-0.012,A
serial:COM8/bench_duty,184868,1786320172589,0.000,
serial:COM8/motor_angle,184868,1786320172589,73.04,deg
serial:COM8/vbus_v,184868,1786320172589,19.577,V
serial:COM8/phase_u_v,184868,1786320172589,7.634,V
serial:COM8/phase_v_v,184868,1786320172589,7.650,V
serial:COM8/phase_w_v,184868,1786320172589,7.677,V
serial:COM8/phase_u_i,184868,1786320172589,-0.028,A
serial:COM8/phase_v_i,184868,1786320172589,-0.052,A
serial:COM8/phase_w_i,184868,1786320172589,-0.044,A
serial:COM8/bench_duty,184870,1786320172589,0.000,
serial:COM8/motor_angle,184870,1786320172589,73.02,deg
serial:COM8/vbus_v,184870,1786320172589,19.582,V
serial:COM8/phase_u_v,184870,1786320172622,7.785,V
serial:COM8/phase_v_v,184870,1786320172622,7.790,V
serial:COM8/phase_w_v,184870,1786320172622,7.812,V
serial:COM8/phase_u_i,184870,1786320172622,-0.004,A
serial:COM8/phase_v_i,184870,1786320172622,-0.036,A
serial:COM8/phase_w_i,184870,1786320172622,-0.060,A
serial:COM8/bench_duty,184872,1786320172622,0.000,
serial:COM8/motor_angle,184872,1786320172622,73.06,deg
serial:COM8/vbus_v,184872,1786320172622,19.572,V
serial:COM8/phase_u_v,184872,1786320172622,7.930,V
serial:COM8/phase_v_v,184872,1786320172622,7.941,V
serial:COM8/phase_w_v,184872,1786320172622,7.968,V
serial:COM8/phase_u_i,184872,1786320172622,-0.012,A
serial:COM8/phase_v_i,184872,1786320172622,-0.020,A
serial:COM8/phase_w_i,184872,1786320172622,-0.052,A
serial:COM8/bench_duty,184874,1786320172622,0.000,
serial:COM8/motor_angle,184874,1786320172622,73.08,deg
serial:COM8/vbus_v,184874,1786320172622,19.577,V
serial:COM8/phase_u_v,184874,1786320172622,8.082,V
serial:COM8/phase_v_v,184874,1786320172622,8.092,V
serial:COM8/phase_w_v,184874,1786320172622,8.119,V
serial:COM8/phase_u_i,184874,1786320172622,-0.012,A
serial:COM8/phase_v_i,184874,1786320172622,-0.036,A
serial:COM8/phase_w_i,184874,1786320172622,-0.036,A
serial:COM8/bench_duty,184876,1786320172622,0.000,
serial:COM8/motor_angle,184876,1786320172622,73.04,deg
serial:COM8/vbus_v,184876,1786320172622,19.572,V
serial:COM8/phase_u_v,184876,1786320172622,7.612,V
serial:COM8/phase_v_v,184876,1786320172622,7.617,V
serial:COM8/phase_w_v,184876,1786320172622,7.650,V
serial:COM8/phase_u_i,184876,1786320172622,-0.028,A
serial:COM8/phase_v_i,184876,1786320172622,-0.036,A
serial:COM8/phase_w_i,184876,1786320172622,-0.036,A
serial:COM8/bench_duty,184878,1786320172622,0.000,
serial:COM8/motor_angle,184878,1786320172622,73.06,deg
serial:COM8/vbus_v,184878,1786320172622,19.582,V
serial:COM8/phase_u_v,184878,1786320172622,7.747,V
serial:COM8/phase_v_v,184878,1786320172622,7.752,V
serial:COM8/phase_w_v,184878,1786320172622,7.785,V
serial:COM8/phase_u_i,184878,1786320172622,-0.004,A
serial:COM8/phase_v_i,184878,1786320172622,-0.060,A
serial:COM8/phase_w_i,184878,1786320172622,-0.044,A
serial:COM8/bench_duty,184880,1786320172622,0.000,
serial:COM8/motor_angle,184880,1786320172622,73.02,deg
serial:COM8/vbus_v,184880,1786320172622,19.572,V
serial:COM8/phase_u_v,184880,1786320172622,7.898,V
serial:COM8/phase_v_v,184880,1786320172622,7.898,V
serial:COM8/phase_w_v,184880,1786320172622,7.930,V
serial:COM8/phase_u_i,184880,1786320172622,-0.036,A
serial:COM8/phase_v_i,184880,1786320172622,-0.068,A
serial:COM8/phase_w_i,184880,1786320172622,-0.052,A
serial:COM8/bench_duty,184882,1786320172622,0.000,
serial:COM8/motor_angle,184882,1786320172622,73.06,deg
serial:COM8/vbus_v,184882,1786320172622,19.572,V
serial:COM8/phase_u_v,184882,1786320172622,8.044,V
serial:COM8/phase_v_v,184882,1786320172622,8.060,V
serial:COM8/phase_w_v,184882,1786320172622,8.071,V
serial:COM8/phase_u_i,184882,1786320172622,-0.020,A
serial:COM8/phase_v_i,184882,1786320172622,-0.060,A
serial:COM8/phase_w_i,184882,1786320172622,-0.052,A
serial:COM8/bench_duty,184884,1786320172622,0.000,
serial:COM8/motor_angle,184884,1786320172622,73.06,deg
serial:COM8/vbus_v,184884,1786320172622,19.582,V
serial:COM8/phase_u_v,184884,1786320172622,7.569,V
serial:COM8/phase_v_v,184884,1786320172622,7.574,V
serial:COM8/phase_w_v,184884,1786320172622,7.607,V
serial:COM8/phase_u_i,184884,1786320172622,-0.044,A
serial:COM8/phase_v_i,184884,1786320172622,-0.044,A
serial:COM8/phase_w_i,184884,1786320172622,-0.060,A
serial:COM8/bench_duty,184886,1786320172622,0.000,
serial:COM8/motor_angle,184886,1786320172622,73.02,deg
serial:COM8/vbus_v,184886,1786320172622,19.588,V
serial:COM8/phase_u_v,184886,1786320172622,7.709,V
serial:COM8/phase_v_v,184886,1786320172622,7.720,V
serial:COM8/phase_w_v,184886,1786320172622,7.747,V
serial:COM8/phase_u_i,184886,1786320172622,-0.036,A
serial:COM8/phase_v_i,184886,1786320172622,-0.044,A
serial:COM8/phase_w_i,184886,1786320172622,-0.036,A
serial:COM8/bench_duty,184888,1786320172622,0.000,
serial:COM8/motor_angle,184888,1786320172622,73.10,deg
serial:COM8/vbus_v,184888,1786320172622,19.577,V
serial:COM8/phase_u_v,184888,1786320172622,7.855,V
serial:COM8/phase_v_v,184888,1786320172622,7.860,V
serial:COM8/phase_w_v,184888,1786320172622,7.893,V
serial:COM8/phase_u_i,184888,1786320172622,-0.052,A
serial:COM8/phase_v_i,184888,1786320172622,-0.052,A
serial:COM8/phase_w_i,184888,1786320172622,-0.012,A
serial:COM8/bench_duty,184890,1786320172622,0.000,
serial:COM8/motor_angle,184890,1786320172622,73.02,deg
serial:COM8/vbus_v,184890,1786320172622,19.577,V
serial:COM8/phase_u_v,184890,1786320172622,8.006,V
serial:COM8/phase_v_v,184890,1786320172622,8.011,V
serial:COM8/phase_w_v,184890,1786320172622,8.033,V
serial:COM8/phase_u_i,184890,1786320172622,-0.020,A
serial:COM8/phase_v_i,184890,1786320172622,-0.044,A
serial:COM8/phase_w_i,184890,1786320172622,-0.036,A
serial:COM8/bench_duty,184892,1786320172622,0.000,
serial:COM8/motor_angle,184892,1786320172622,73.02,deg
serial:COM8/vbus_v,184892,1786320172622,19.577,V
serial:COM8/phase_u_v,184892,1786320172622,7.531,V
serial:COM8/phase_v_v,184892,1786320172622,7.542,V
serial:COM8/phase_w_v,184892,1786320172622,7.569,V
serial:COM8/phase_u_i,184892,1786320172622,-0.020,A
serial:COM8/phase_v_i,184892,1786320172622,-0.060,A
serial:COM8/phase_w_i,184892,1786320172622,-0.044,A
serial:COM8/bench_duty,184894,1786320172622,0.000,
serial:COM8/motor_angle,184894,1786320172622,73.08,deg
